Instrument,Name,Email,Phone,Website,
c-mill treadmill therapy,Premierphysicaltherapy,,843-797-5167,https://premierphysicaltherapy.us/services/aquatic-therapy/,
c-mill treadmill therapy,Eastvalleyanimal,info@eastvalleyanimal.com,4808921577,https://www.eastvalleyanimal.com/the-benefits-of-water-treadmill-therapy-for-dogs/,
c-mill treadmill therapy,Medstarhealth,,202-877-1760,https://www.medstarhealth.org/services/alterg-anti-gravity-treadmill,
c-mill treadmill therapy,Premierhealth,,(513) 974-5013,https://www.premierhealth.com/services/rehabilitation/sports-medicine/alterg-anti-gravity-treadmill,
c-mill treadmill therapy,Froedtert,,+14147777700,https://www.froedtert.com/sports-medicine/diagnostics-treatment/alter-g-anti-gravity-treadmill,
c-mill treadmill therapy,Primedeq,,+91897-122-3957,https://www.primedeq.com/blog/hydrotherapy-and-aqua-treadmill/,
c-mill treadmill therapy,1Stpetvet,,+14807320018,https://1stpetvet.com/how-underwater-treadmill-therapy-can-help-your-dog/,
Bertec Portable Essential,Recherchesantequebec,montelongo.bianca@mayo.edu,4803014665,https://recherchesantequebec.ca/public/projects/200919?locale=en,
Bertec Balance Advantage,Pittplusme,,1-866-438-8230,https://pittplusme.org/study/2475,
NeuroCom SMART Balance Master,Llu,ask@llu.edu,9095581000,https://llu.edu/academics/faculty/johnson-eric/research,
litegait,Sheacenter,info@sheacenter.org,+19492408441,https://sheacenter.org/blog/more-info/litegait/,
Rewalk,Wcu,,828.227.7211,https://www.wcu.edu/stories/posts/pt-robotic-assisted.aspx,
Rewalk,Orthotics Co,office@orthotics.co.uk,3300883949,https://www.orthotics.co.uk/robotics/rewalk/,
Rewalk,Manchesterneurotherapy Co,,1617930003,https://manchesterneurotherapy.co.uk/services-item/rewalk/,
Lokomat,Umms,,410-822-3080,https://www.umms.org/shore/health-services/rehabilitation/outpatient-services/physical-therapy/lokomat-robotic-gait,
Lokomat,Ascotrehab,info@ascotrehab.com,//+442032120839,https://www.ascotrehab.com/rehab-technology/lokomat-pro/,
Lokomat,Medipolglobal,,+44 7342 352 012,https://medipolglobal.com/lokomat-robotic-walking-system,
Lokomat,Algomedhospital,info@algomedhospital.com,+44 20 4586 9641,https://algomedhospital.com/lokomat-walking-robot-371,
Lokomat,Account Allinahealth,,612-262-7900,https://account.allinahealth.org/services/649,
CAREN computer assisted rehabilitation environment,Iro Uiowa,,,https://iro.uiowa.edu/discovery/fulldisplay?docid=alma9984047668602771&context=L&vid=01IOWA_INST:ResearchRepository&lang=en&search_scope=Research&adaptor=Local%20Search%20Engine&tab=Research&query=sub%2Cexact%2CVirtual%2CAND&mode=advanced,
CAREN computer assisted rehabilitation environment,Commons Nmu,,,https://commons.nmu.edu/isbs/vol35/iss1/77/,
CAREN computer assisted rehabilitation environment,News Usuhs,,,https://news.usuhs.edu/2017/11/new-tools-make-previously-impossible.html,
CAREN computer assisted rehabilitation environment,Herl Pitt,herl@groups.pitt.edu,,https://www.herl.pitt.edu/research/virtual-reality,
CAREN computer assisted rehabilitation environment,Tour Midwestern,,,http://tour.midwestern.edu/glendale/therapy-institute,
CAREN computer assisted rehabilitation environment,Dspace Library Uvic,,+12507216673,https://dspace.library.uvic.ca/items/b69a07c4-a234-41c1-bd68-760970ad554f,
c-mill treadmill therapy,Chihealth,,1(4025722295,https://www.chihealth.com/services/rehabilitation/inpatient-rehabilitation,
c-mill treadmill therapy,Kennedykrieger,,8885542080,https://www.kennedykrieger.org/patient-care/centers-and-programs/physical-therapy-clinic,
c-mill treadmill therapy,Dignityhealth,,818-885-8500,https://www.dignityhealth.org/socal/locations/northridgehospital/services/rehabilitation-medicine/open-house-c-mill-demonstration,
c-mill treadmill therapy,Rosalindfranklin,,8475783000,https://www.rosalindfranklin.edu/research/centers/centers-institutes-and-consortia/center-for-lower-extremity-ambulatory-research-clear/human-performance-laboratory/tools-and-research/instrumented-treadmill/,
c-mill treadmill therapy,Arcadia,eckenrodeb@arcadia.edu,,https://www.arcadia.edu/academics/college-health-sciences/physical-therapy/running-injury-clinic/,
c-mill treadmill therapy,Atriumhealth,,7048634878,https://atriumhealth.org/medical-services/specialty-care/orthopedic-care/sports-medicine,
Gait Real-time Analysis Interactive Lab (GRAIL),Nortonhealthcareprovider,,+1888-486-6786,https://nortonhealthcareprovider.com/news/norton-mobility-lab-utilizes-grail-for-gait-analysis-and-training/,
